,recency,frequency,monetary,clv_historical,clusters,customer_id
0,-0.9010561575875407,0.37571297180360846,0.5077399669190774,0.5077399669190774,0,12347.0
1,-0.17090487438873989,-0.025733765192028003,-0.0884651243942857,-0.0884651243942857,0,12348.0
2,-0.7410229996261596,-0.42718050218766446,-0.053793063490547965,-0.053793063490547965,0,12349.0
3,2.1795821331690433,-0.42718050218766446,-0.2735847181184786,-0.2735847181184786,4,12350.0
4,-0.560985696919606,0.37571297180360846,-0.04716653389944346,-0.04716653389944346,0,12352.0
5,1.1193624616748943,-0.42718050218766446,-0.3161986560650304,-0.3161986560650304,4,12353.0
6,1.399420488107311,-0.42718050218766446,-0.12127204750766563,-0.12127204750766563,4,12354.0
7,1.2193831854007573,-0.42718050218766446,-0.2393524894856595,-0.2393524894856595,4,12355.0
8,-0.7010147101358144,-0.15954934419057348,0.18139894466110487,0.18139894466110487,0,12356.0
9,-0.590991914037365,-0.42718050218766446,0.9480431903164895,0.9480431903164895,0,12357.0
10,-0.9110582299601269,-0.29336492318911894,-0.14212051208531407,-0.14212051208531407,0,12358.0
11,-0.35094217709529346,-0.025733765192028003,0.6647787597617426,0.6647787597617426,0,12359.0
12,-0.400952538958225,-0.15954934419057348,0.12184109088156929,0.12184109088156929,0,12360.0
13,1.9495344685995581,-0.42718050218766446,-0.2983771503707324,-0.2983771503707324,4,12361.0
14,-0.8910540852149543,0.7771597087992449,0.6040839810554928,0.6040839810554928,0,12362.0
15,0.1691655862791947,-0.29336492318911894,-0.22014094784081678,-0.22014094784081678,0,12363.0
16,-0.851045795724609,-0.15954934419057348,-0.09746508850393233,-0.09746508850393233,0,12364.0
17,1.9895427580899034,-0.42718050218766446,-0.26813038302298275,-0.26813038302298275,4,12365.0
18,-0.881052012842368,-0.42718050218766446,-0.3033563836264152,-0.3033563836264152,0,12367.0
19,-0.41095461133081135,-0.025733765192028003,0.3509625838223355,0.3509625838223355,0,12370.0
20,-0.33093803235012087,-0.42718050218766446,-0.017660427498476586,-0.017660427498476586,0,12371.0
21,-0.21091316387908512,-0.15954934419057348,-0.08652322342456943,-0.08652322342456943,0,12372.0
22,2.1895842055416295,-0.42718050218766446,-0.2673191829384111,-0.2673191829384111,4,12373.0
23,-0.6710084930180554,-0.42718050218766446,-0.2124584058634029,-0.2124584058634029,0,12374.0
24,-0.8210395786068501,-0.29336492318911894,-0.256344122970677,-0.256344122970677,0,12375.0
25,2.2295924950319748,-0.29336492318911894,-0.013477871563703081,-0.013477871563703081,4,12377.0
26,0.36920703373092095,-0.42718050218766446,0.4743147890097835,0.4743147890097835,0,12378.0
27,-0.11089244015322201,-0.29336492318911894,-0.17341084373623392,-0.17341084373623392,0,12379.0
28,-0.7110167825084007,-0.025733765192028003,0.13797173194945828,0.13797173194945828,0,12380.0
29,-0.881052012842368,0.10808181380651748,-0.026508939929929542,-0.026508939929929542,0,12381.0
30,0.919321014223168,0.10808181380651748,-0.0075442852673477424,-0.0075442852673477424,4,12383.0
31,-0.6410022759002965,-0.29336492318911894,-0.24643337411134505,-0.24643337411134505,0,12384.0
32,2.4496380872288737,-0.29336492318911894,-0.2512819024940661,-0.2512819024940661,4,12386.0
33,-0.7710292167439186,0.24189739280506295,0.2422348016429325,0.2422348016429325,0,12388.0
34,-0.13089658489839462,-0.42718050218766446,-0.23695830816188537,-0.23695830816188537,0,12390.0
35,-0.7110167825084007,-0.42718050218766446,-0.24255994557452848,-0.24255994557452848,0,12391.0
36,-0.2009110915064988,-0.025733765192028003,-0.006324373119705486,-0.006324373119705486,0,12393.0
37,-0.29092974285977563,-0.29336492318911894,-0.20397503720403334,-0.20397503720403334,0,12394.0
38,-0.7310209272535733,1.044790866796336,0.21360835978380283,0.21360835978380283,0,12395.0
39,-0.5709877692921923,-0.29336492318911894,0.10024159195452201,0.10024159195452201,0,12397.0
40,-0.47096704556632923,-0.42718050218766446,-0.03680972872762326,-0.03680972872762326,0,12398.0
41,0.2691863100050578,-0.025733765192028003,-0.120213960440833,-0.120213960440833,0,12399.0
42,2.109567626560939,-0.42718050218766446,-0.32028577669573666,-0.32028577669573666,4,12401.0
43,2.3096090740126654,-0.42718050218766446,-0.2940825616877061,-0.2940825616877061,4,12402.0
44,-0.430958756075984,-0.42718050218766446,-0.25339807662773134,-0.25339807662773134,0,12403.0
45,0.5592464088100608,-0.42718050218766446,-0.0462018074561549,-0.0462018074561549,4,12405.0
46,-0.7010147101358144,-0.29336492318911894,0.37390232636737075,0.37390232636737075,0,12406.0
47,-0.430958756075984,0.10808181380651748,-0.0400420809827707,-0.0400420809827707,0,12407.0
48,-0.6009939864099513,0.10808181380651748,0.18750265476036268,0.18750265476036268,0,12408.0
49,-0.14089865727098094,-0.15954934419057348,1.9371678765578737,1.9371678765578737,3,12409.0
50,2.159577988423871,-0.29336492318911894,-0.22401437637763336,-0.22401437637763336,4,12410.0
51,-0.18090694676132618,-0.15954934419057348,-0.09755222508590676,-0.09755222508590676,0,12412.0
52,-0.26092352574201666,-0.15954934419057348,-0.19853315019167672,-0.19853315019167672,0,12413.0
53,1.2493894025185164,-0.15954934419057348,-0.24287737169457826,-0.24287737169457826,4,12414.0
54,-0.6810105653906418,1.4462376037919722,13.566602828114874,13.566602828114874,2,12415.0
55,-0.8910540852149543,0.6433441298006994,0.3031972141366753,0.3031972141366753,0,12417.0
56,0.19917180339695364,-0.42718050218766446,-0.1959543223013377,-0.1959543223013377,0,12418.0
57,-0.29092974285977563,-0.42718050218766446,-0.21713473576269832,-0.21713473576269832,0,12420.0
58,-0.7710292167439186,-0.025733765192028003,-0.20208292856687393,-0.20208292856687393,0,12421.0
59,0.029136573062986348,-0.15954934419057348,-0.19284645087758234,-0.19284645087758234,0,12422.0
60,-0.9210603023327132,0.5095285508021539,-0.0026293671078841886,-0.0026293671078841886,0,12423.0
61,0.6992754220262692,-0.29336492318911894,-0.0009882948140321028,-0.0009882948140321028,4,12424.0
62,-0.14089865727098094,-0.42718050218766446,-0.1734191424583267,-0.1734191424583267,0,12425.0
63,1.0193417379490313,-0.42718050218766446,-0.23221973784689393,-0.23221973784689393,4,12426.0
64,-0.7110167825084007,-0.15954934419057348,-0.20202483751222428,-0.20202483751222428,0,12427.0
65,-0.6710084930180554,0.5095285508021539,0.9871903371087721,0.9871903371087721,3,12428.0
66,-0.8310416509794364,-0.025733765192028003,0.3683214357599596,0.3683214357599596,0,12429.0
67,-0.4909711903115018,-0.42718050218766446,-0.2897672261994476,-0.2897672261994476,0,12430.0
68,-0.5709877692921923,1.4462376037919722,0.7312370009614453,0.7312370009614453,3,12431.0
69,-0.5009732626840881,-0.025733765192028003,0.5137814366026392,0.5137814366026392,0,12432.0
70,-0.9210603023327132,0.37571297180360846,2.332651776612571,2.332651776612571,3,12433.0
71,-0.08088622303546307,-0.29336492318911894,-0.16741501702418257,-0.16741501702418257,0,12434.0
72,-0.13089658489839462,-0.29336492318911894,1.1426025804212478,1.1426025804212478,0,12435.0
