,customer_id,recency,frequency,monetary,aov,purchase_freq,lifespn_per_month,lifespn_avg,clv_lifesp_m,clv_lifesp_avg
0,12347.0,2,2,1519.14,759.57,2,1.0,1.050226717823509,1519.14,1595.4414161144055
1,12348.0,75,1,270.0,270.0,1,2.5,1.050226717823509,675.0,283.56121381234743
2,12349.0,18,1,1353.8,1353.8,1,1.0,1.050226717823509,1353.8,1421.7969305894665
3,12352.0,36,3,744.23,248.07666666666668,3,1.2,1.050226717823509,893.076,781.6102302057901
4,12356.0,22,1,58.349999999999994,58.349999999999994,1,1.0,1.050226717823509,58.349999999999994,61.280728985001744
5,12357.0,33,1,6182.67,6182.67,1,1.1,1.050226717823509,6800.937000000001,6493.205221485874
6,12358.0,1,1,523.2,523.2,1,1.0,1.050226717823509,523.2,549.47861876526
7,12359.0,57,1,2235.25,2235.25,1,1.9,1.050226717823509,4246.974999999999,2347.5192710149986
8,12360.0,52,1,889.88,889.88,1,1.7333333333333334,1.050226717823509,1542.4586666666667,934.5757516567842
9,12362.0,3,6,2959.38,493.23,6,1.0,1.050226717823509,2959.38,3108.019944192536
10,12364.0,7,2,564.38,282.19,2,1.0,1.050226717823509,564.38,592.726955005232
11,12367.0,4,1,150.9,150.9,1,1.0,1.050226717823509,150.9,158.4792117195675
12,12370.0,51,1,739.28,739.28,1,1.7,1.050226717823509,1256.7759999999998,776.4116079525637
13,12371.0,59,1,1527.96,1527.96,1,1.9666666666666666,1.050226717823509,3004.988,1604.7044157656087
14,12372.0,71,1,353.12,353.12,1,2.3666666666666667,1.050226717823509,835.7173333333334,370.8560585978375
15,12374.0,25,1,589.03,589.03,1,1.0,1.050226717823509,589.03,618.6150435995814
16,12375.0,10,1,187.20000000000002,187.20000000000002,1,1.0,1.050226717823509,187.20000000000002,196.6024415765609
17,12379.0,81,1,362.40000000000003,362.40000000000003,1,2.7,1.050226717823509,978.4800000000001,380.60216253923966
18,12380.0,21,3,1715.5600000000002,571.8533333333334,3,1.0,1.050226717823509,1715.56,1801.726948029299
19,12381.0,4,4,456.57,114.1425,4,1.0,1.050226717823509,456.57,479.50201255667946
20,12384.0,28,1,212.58,212.58,1,1.0,1.050226717823509,212.58,223.25719567492155
21,12388.0,15,2,1112.3200000000002,556.1600000000001,2,1.0,1.050226717823509,1112.3200000000002,1168.1881827694456
22,12390.0,79,1,470.94,470.94,1,2.6333333333333333,1.050226717823509,1240.142,494.5937704918033
23,12391.0,21,1,443.94,443.94,1,1.0,1.050226717823509,443.94,466.23764911056855
24,12393.0,72,1,521.5,521.5,1,2.4,1.050226717823509,1251.6,547.6932333449599
25,12394.0,63,1,278.84000000000003,278.84000000000003,1,2.1,1.050226717823509,585.5640000000001,292.8452179979073
26,12395.0,19,4,1008.0600000000001,252.01500000000001,4,1.0,1.050226717823509,1008.0600000000001,1058.6915451691666
27,12397.0,35,1,1088.14,1088.14,1,1.1666666666666667,1.050226717823509,1269.496666666667,1142.793700732473
28,12398.0,45,1,1435.66,1435.66,1,1.5,1.050226717823509,2153.4900000000002,1507.768489710499
29,12403.0,49,1,391.7,391.7,1,1.6333333333333333,1.050226717823509,639.7766666666666,411.37380537146845
30,12406.0,22,1,1794.05,1794.05,1,1.0,1.050226717823509,1794.05,1884.1592431112663
31,12407.0,49,1,264.76,264.76,1,1.6333333333333333,1.050226717823509,432.4413333333333,278.05802581095224
32,12408.0,32,1,679.5,679.5,1,1.0666666666666667,1.050226717823509,724.8,713.6290547610744
33,12409.0,78,2,4743.19,2371.595,2,2.6,1.050226717823509,12332.294,4981.424865713289
34,12412.0,74,1,306.14,306.14,1,2.466666666666667,1.050226717823509,755.1453333333334,321.516407394489
35,12413.0,66,1,176.20000000000002,176.20000000000002,1,2.2,1.050226717823509,387.64000000000004,185.0499476805023
36,12415.0,24,3,12127.53,4042.51,3,1.0,1.050226717823509,12127.53,12736.65602720614
37,12417.0,3,2,671.78,335.89,2,1.0,1.050226717823509,671.78,705.5213044994769
38,12420.0,63,1,566.49,566.49,1,2.1,1.050226717823509,1189.6290000000001,594.9429333798396
39,12421.0,15,1,150.48000000000002,150.48000000000002,1,1.0,1.050226717823509,150.48000000000002,158.03811649808165
40,12423.0,0,1,193.64000000000001,193.64000000000001,1,1.0,1.050226717823509,193.64000000000001,203.3659016393443
41,12425.0,78,1,777.2,777.2,1,2.6,1.050226717823509,2020.7200000000003,816.2362050924312
42,12427.0,21,2,389.82,194.91,2,1.0,1.050226717823509,389.82,409.39937914196025
43,12428.0,25,1,328.34000000000003,328.34000000000003,1,1.0,1.050226717823509,328.34000000000003,344.83144053017094
44,12429.0,9,1,905.52,905.52,1,1.0,1.050226717823509,905.52,951.0012975235438
45,12430.0,43,1,216.4,216.4,1,1.4333333333333333,1.050226717823509,310.17333333333335,227.26906173700735
46,12431.0,35,4,981.44,245.36,4,1.1666666666666667,1.050226717823509,1145.0133333333335,1030.7345099407046
47,12432.0,42,2,1042.66,521.33,2,1.4,1.050226717823509,1459.724,1095.02938960586
48,12433.0,0,5,9069.39,1813.878,5,1.0,1.050226717823509,9069.39,9524.915692361354
49,12434.0,84,1,519.89,519.89,1,2.8,1.050226717823509,1455.6919999999998,546.0023683292641
50,12435.0,79,1,3596.5000000000005,3596.5000000000005,1,2.6333333333333333,1.050226717823509,9470.783333333335,3777.1403906522505
51,12437.0,1,7,1942.0,277.42857142857144,7,1.0,1.050226717823509,1942.0,2039.5402860132544
52,12438.0,14,1,1696.78,1696.78,1,1.0,1.050226717823509,1696.78,1782.0036902685736
53,12442.0,3,1,144.06,144.06,1,1.0,1.050226717823509,144.06,151.2956609696547
54,12444.0,21,3,1603.54,534.5133333333333,3,1.0,1.050226717823509,1603.54,1684.0805510987095
55,12445.0,22,1,77.4,77.4,1,1.0,1.050226717823509,77.4,81.2875479595396
56,12446.0,57,1,1002.3100000000001,1002.3100000000001,1,1.9,1.050226717823509,1904.3890000000001,1052.6527415416813
57,12448.0,44,1,300.45,300.45,1,1.4666666666666666,1.050226717823509,440.65999999999997,315.5406173700733
58,12449.0,22,2,2139.41,1069.705,2,1.0,1.050226717823509,2139.41,2246.865542378793
59,12451.0,10,3,3535.15,1178.3833333333334,3,1.0,1.050226717823509,3535.1500000000005,3712.7089815137783
60,12452.0,16,1,350.57,350.57,1,1.0,1.050226717823509,350.57,368.17798046738756
61,12454.0,56,1,2500.84,2500.84,1,1.8666666666666667,1.050226717823509,4668.234666666667,2626.4489850017444
62,12455.0,73,1,262.5,262.5,1,2.433333333333333,1.050226717823509,638.75,275.6845134286711
63,12456.0,44,1,755.64,755.64,1,1.4666666666666666,1.050226717823509,1108.272,793.5933170561563
64,12457.0,66,3,1102.08,367.35999999999996,3,2.2,1.050226717823509,2424.576,1157.4338611789326
65,12458.0,71,1,425.48,425.48,1,2.3666666666666667,1.050226717823509,1006.9693333333333,446.85046389954664
66,12462.0,18,1,343.48,343.48,1,1.0,1.050226717823509,343.48,360.7318730380189
67,12463.0,53,1,322.99,322.99,1,1.7666666666666666,1.050226717823509,570.6156666666667,339.2127275898152
68,12464.0,10,2,341.5,170.75,2,1.0,1.050226717823509,341.5,358.6524241367283
69,12465.0,17,1,271.25,271.25,1,1.0,1.050226717823509,271.25,284.8739972096268
70,12471.0,2,10,7723.65,772.365,10,1.0,1.050226717823509,7723.65,8111.583589117545
71,12472.0,32,2,1518.51,759.255,2,1.0666666666666667,1.050226717823509,1619.744,1594.7797732821766
72,12473.0,53,1,1571.98,1571.98,1,1.7666666666666666,1.050226717823509,2777.1646666666666,1650.9353958841996
73,12474.0,17,5,2727.83,545.566,5,1.0,1.050226717823509,2727.83,2864.8399476805025
74,12475.0,53,1,669.38,669.38,1,1.7666666666666666,1.050226717823509,1182.5713333333333,703.0007603767004
75,12476.0,15,5,3127.0,625.4,5,1.0,1.050226717823509,3127.0,3284.0589466341125
76,12477.0,22,3,4385.71,1461.9033333333334,3,1.0,1.050226717823509,4385.71,4605.9898186257415
77,12478.0,3,1,545.99,545.99,1,1.0,1.050226717823509,545.99,573.4132856644577
78,12479.0,11,1,473.2,473.2,1,1.0,1.050226717823509,473.2,496.96728287408445
79,12480.0,28,1,675.88,675.88,1,1.0,1.050226717823509,675.88,709.8272340425532
80,12481.0,22,2,1332.56,666.28,2,1.0,1.050226717823509,1332.56,1399.490115102895
81,12483.0,17,2,620.9200000000001,310.46000000000004,2,1.0,1.050226717823509,620.9200000000001,652.1067736309733
82,12484.0,35,1,738.57,738.57,1,1.1666666666666667,1.050226717823509,861.6650000000001,775.6659469829091
83,12488.0,9,3,1075.16,358.3866666666667,3,1.0,1.050226717823509,1075.16,1129.161757935124
84,12490.0,5,4,1649.34,412.335,4,1.0,1.050226717823509,1649.34,1732.1809347750261
85,12491.0,38,1,424.40000000000003,424.40000000000003,1,1.2666666666666666,1.050226717823509,537.5733333333334,445.71621904429725
86,12492.0,63,1,118.82,118.82,1,2.1,1.050226717823509,249.522,124.78793861178933
87,12494.0,15,2,323.24,161.62,2,1.0,1.050226717823509,323.24,339.47528426927107
88,12497.0,81,1,690.6,690.6,1,2.7,1.050226717823509,1864.6200000000001,725.2865713289153
89,12498.0,21,3,349.70000000000005,116.56666666666668,3,1.0,1.050226717823509,349.70000000000005,367.26428322288115
90,12500.0,49,3,1191.95,397.31666666666666,3,1.6333333333333333,1.050226717823509,1946.8516666666667,1251.8177363097316
91,12504.0,18,2,428.04999999999995,214.02499999999998,2,1.0,1.050226717823509,428.04999999999995,449.54954656435297
92,12508.0,26,2,398.27,199.135,2,1.0,1.050226717823509,398.27,418.2737949075689
93,12512.0,66,2,138.03,69.015,2,2.2,1.050226717823509,303.66600000000005,144.96279386117894
94,12516.0,77,1,553.1800000000001,553.1800000000001,1,2.566666666666667,1.050226717823509,1419.828666666667,580.9644157656088
95,12517.0,28,2,874.14,437.07,2,1.0,1.050226717823509,874.14,918.0451831182421
96,12518.0,0,4,1552.06,388.015,4,1.0,1.050226717823509,1552.06,1630.0148796651551
97,12519.0,63,1,286.84000000000003,286.84000000000003,1,2.1,1.050226717823509,602.3640000000001,301.24703174049534
98,12520.0,79,1,516.41,516.41,1,2.6333333333333333,1.050226717823509,1359.8796666666665,542.3475793512382
99,12522.0,39,2,156.72,78.36,2,1.3,1.050226717823509,203.73600000000002,164.59153121730031
100,12523.0,19,4,747.02,186.755,4,1.0,1.050226717823509,747.02,784.5403627485176
101,12524.0,9,2,910.36,455.18,2,1.0,1.050226717823509,910.36,956.0843948378097
102,12526.0,0,2,688.36,344.18,2,1.0,1.050226717823509,688.36,722.9340634809906
103,12527.0,81,1,63.79,63.79,1,2.7,1.050226717823509,172.233,66.99396232996163
104,12528.0,9,2,556.11,278.055,2,1.0,1.050226717823509,556.11,584.0415800488316
105,12530.0,59,1,404.63,404.63,1,1.9666666666666666,1.050226717823509,795.7723333333333,424.95323683292645
106,12531.0,14,1,95.27,95.27,1,1.0,1.050226717823509,95.27,100.05509940704569
107,12532.0,30,1,313.83000000000004,313.83000000000004,1,1.0,1.050226717823509,313.83000000000004,329.59265085455183
108,12535.0,91,1,344.9,344.9,1,3.033333333333333,1.050226717823509,1046.1966666666665,362.2231949773282
109,12536.0,59,1,4095.26,4095.26,1,1.9666666666666666,1.050226717823509,8054.011333333333,4300.951468433904
110,12538.0,29,1,363.95,363.95,1,1.0,1.050226717823509,363.95,382.23001395186606
111,12539.0,22,1,1050.66,1050.66,1,1.0,1.050226717823509,1050.66,1103.431203348448
112,12540.0,19,6,3637.58,606.2633333333333,6,1.0,1.050226717823509,3637.58,3820.2837042204396
113,12541.0,29,1,361.04,361.04,1,1.0,1.050226717823509,361.04,379.1738542029997
114,12544.0,36,1,316.7,316.7,1,1.2,1.050226717823509,380.03999999999996,332.60680153470526
115,12545.0,75,1,288.24,288.24,1,2.5,1.050226717823509,720.6,302.7173491454482
116,12546.0,46,2,1021.5,510.75,2,1.5333333333333334,1.050226717823509,1566.3000000000002,1072.8065922567143
117,12550.0,79,1,824.83,824.83,1,2.6333333333333333,1.050226717823509,2172.0523333333335,866.2585036623649
118,12552.0,39,1,317.82,317.82,1,1.3,1.050226717823509,413.166,333.7830554586676
119,12553.0,8,3,1164.69,388.23,3,1.0,1.050226717823509,1164.69,1223.1885559818627
120,12556.0,50,1,290.81,290.81,1,1.6666666666666667,1.050226717823509,484.68333333333334,305.41643181025466
121,12557.0,16,1,270.0,270.0,1,1.0,1.050226717823509,270.0,283.56121381234743
122,12558.0,7,1,269.96,269.96,1,1.0,1.050226717823509,269.96,283.5192047436345
123,12560.0,5,1,625.7,625.7,1,1.0,1.050226717823509,625.7,657.1268573421696
124,12562.0,8,4,1806.91,451.7275,4,1.0,1.050226717823509,1806.91,1897.6651587024767
125,12566.0,86,1,297.65,297.65,1,2.8666666666666667,1.050226717823509,853.2633333333333,312.5999825601674
126,12567.0,22,1,1375.5,1375.5,1,1.0,1.050226717823509,1375.5,1444.5868503662366
127,12569.0,2,17,1507.01,88.64764705882352,17,1.0,1.050226717823509,1507.01,1582.7021660272062
128,12571.0,39,1,271.26,271.26,1,1.3,1.050226717823509,352.638,284.88449947680505
129,12572.0,8,2,878.52,439.26,2,1.0,1.050226717823509,878.52,922.6451761423091
130,12576.0,35,1,379.28000000000003,379.28000000000003,1,1.1666666666666667,1.050226717823509,442.4933333333334,398.3299895361005
131,12577.0,35,2,461.91,230.955,2,1.1666666666666667,1.050226717823509,538.8950000000001,485.11022322985707
132,12578.0,21,1,989.85,989.85,1,1.0,1.050226717823509,989.85,1039.5669166376003
133,12579.0,78,1,386.42,386.42,1,2.6,1.050226717823509,1004.6920000000001,405.82860830136036
134,12581.0,39,1,179.71,179.71,1,1.3,1.050226717823509,233.62300000000002,188.7362434600628
135,12583.0,2,6,2797.17,466.195,6,1.0,1.050226717823509,2797.17,2937.6626682943847
136,12584.0,3,5,1436.91,287.382,5,1.0,1.050226717823509,1436.91,1509.0812731077783
137,12586.0,17,1,196.94000000000003,196.94000000000003,1,1.0,1.050226717823509,196.94000000000003,206.83164980816187
138,12587.0,7,1,104.0,104.0,1,1.0,1.050226717823509,104.0,109.22357865364494
139,12588.0,39,1,174.89999999999998,174.89999999999998,1,1.3,1.050226717823509,227.36999999999998,183.6846529473317
140,12589.0,28,1,461.18,461.18,1,1.0,1.050226717823509,461.18,484.34355772584587
141,12594.0,37,2,808.32,404.16,2,1.2333333333333334,1.050226717823509,996.9280000000001,848.9192605510988
142,12596.0,51,1,236.32,236.32,1,1.7,1.050226717823509,401.74399999999997,248.18957795605164
