,recency,frequency,monetary,clv_lifesp_m,clv_lifesp_avg,clusters,customer_id
0,-1.1868141786221684,-0.08571752353676297,0.24814932626210623,0.16931999898068714,0.24814919396541502,1,12347.0
1,1.749371057772132,-0.4032267483169947,-0.2769719492443568,-0.17780760980967303,-0.2769721115607624,3,12348.0
2,-0.543266729549445,-0.4032267483169947,0.1786426643249025,0.10132881406183696,0.1786425280547099,1,12349.0
3,0.18072415065736877,0.23179170124346876,-0.07761217973619122,-0.0881303046060734,-0.07761233065575647,1,12352.0
4,-0.38237986728126416,-0.4032267483169947,-0.36594669824042036,-0.4313866843240612,-0.36594686564326356,1,12356.0
5,0.06005900395623315,-0.4032267483169947,2.208633196735116,2.3413028012718926,2.208633176513804,0,12357.0
6,-1.2270358941892137,-0.4032267483169947,-0.1705301517210716,-0.24023087018636013,-0.1705303079524974,1,12358.0
7,1.0253801775653182,-0.4032267483169947,0.5491921209872236,1.2910614645250895,0.549192005900307,3,12359.0
8,0.8242715997300922,-0.4032267483169947,-0.01638292298553371,0.17890911097654025,-0.016383070404793615,3,12360.0
9,-1.1465924630551232,1.184319375584164,0.8536064134064041,0.7615761025704095,0.8536063157220011,0,12362.0
10,-0.9857056007869424,-0.08571752353676297,-0.1532186461049228,-0.2232968131223814,-0.15321880134669827,1,12364.0
11,-1.106370747488078,-0.4032267483169947,-0.3270399511599305,-0.39332823407463824,-0.32704011633858376,1,12367.0
12,0.784049884163047,-0.4032267483169947,-0.07969309165459669,0.06143056363504053,-0.07969324269312185,3,12370.0
13,1.1058236086994087,-0.4032267483169947,0.2518571329530832,0.7803310436722536,0.25185700086835694,3,12371.0
14,1.5884841955039513,-0.4032267483169947,-0.24202944446499083,-0.11171735983791092,-0.24202960478383118,3,12372.0
15,-0.26171472058012857,-0.4032267483169947,-0.14285612513750978,-0.2131602296685913,-0.14285627978688892,1,12374.0
16,-0.8650404540858068,-0.4032267483169947,-0.3117799304249571,-0.378400932680213,-0.3117800947312377,1,12375.0
17,1.9907013511744034,-0.4032267483169947,-0.23812826010078822,-0.05301043550718939,-0.23812842019660885,3,12379.0
18,-0.4226015828483094,0.23179170124346876,0.3307215927294193,0.2500919146802186,0.33072146515315354,1,12380.0
19,-1.106370747488078,0.5493009260237005,-0.1985404873015475,-0.2676304870434001,-0.19854064513424585,1,12381.0
20,-0.14104957387899292,-0.4032267483169947,-0.30111052749786005,-0.3679641583168381,-0.3011106911942007,1,12384.0
21,-0.6639318762505807,-0.08571752353676297,0.07712779360640772,0.0020273060528620385,0.07712765153289386,1,12388.0
22,1.910257920040313,-0.4032267483169947,-0.19249953694447955,0.05459032310074672,-0.19249969443183365,3,12390.0
23,-0.4226015828483094,-0.4032267483169947,-0.20384996559032748,-0.2728242009996422,-0.20385012372655387,1,12391.0
24,1.6287059110709965,-0.4032267483169947,-0.17124480833951392,0.05930208671995668,-0.17124496461179464,3,12393.0
25,1.2667104709675896,-0.4032267483169947,-0.27325573482845694,-0.2145855196584832,-0.273255896932417,3,12394.0
26,-0.5030450139823999,0.5493009260237005,0.033298323583588904,-0.040846535362641295,0.03329817900446693,1,12395.0
27,0.14050243509032356,-0.4032267483169947,0.06696285417468165,0.06666156157640023,0.06696271152006665,1,12397.0
28,0.5427195907607757,-0.4032267483169947,0.21305548243412895,0.43017767500144793,0.21305534813122085,3,12398.0
29,0.7036064530289565,-0.4032267483169947,-0.22581094308881253,-0.19229216388082923,-0.22581110248048655,3,12403.0
30,-0.38237986728126416,-0.4032267483169947,0.36371770918914537,0.2823686057669523,0.3637175834991754,1,12406.0
31,0.7036064530289565,-0.4032267483169947,-0.2791747731741436,-0.2775526875827652,-0.2791749356164785,3,12407.0
32,0.019837288389187933,-0.4032267483169947,-0.10482378144899632,-0.1573288326900484,-0.10482393392417272,1,12408.0
33,1.8700362044732677,-0.08571752353676297,1.603495603137886,4.61590977259871,1.6034955483225506,0,12409.0
